word,POS,signal,biasType,biasValue,derogatory,colloquial,forms,,
нефункциониращ,A,FALSE,,,FALSE,FALSE,FALSE,0,0.75
националност,N,TRUE,race_ethnicity,neutral,FALSE,FALSE,FALSE,0,0
напакостявам,V,FALSE,,,FALSE,FALSE,FALSE,0,0.75
дъщеря,N,TRUE,gender,neutral,FALSE,FALSE,FALSE,0,0
упорит,A,FALSE,,positive,FALSE,FALSE,FALSE,0,0.75
незамърсен,A,FALSE,,,FALSE,FALSE,FALSE,0,0.625
завладявам,V,FALSE,,negative,FALSE,FALSE,FALSE,0,0
дяволски,A,FALSE,religion,negative,FALSE,FALSE,FALSE,0,0
тежък,A,FALSE,,,FALSE,FALSE,FALSE,0,0.875
бежанец,N,TRUE,race_ethnicity,neutral,FALSE,FALSE,FALSE,0,0
безочлив,A,FALSE,,negative,TRUE,FALSE,FALSE,0.75,0.125
неразработен,A,FALSE,,,FALSE,FALSE,FALSE,0,0.625
херкулесовски,A,FALSE,,,FALSE,FALSE,FALSE,0.125,0.625
септичен,A,FALSE,,,FALSE,FALSE,FALSE,0,0.625
темпорален артерит,N,TRUE,disability,,FALSE,FALSE,FALSE,0,0.625
синдром на Даун,N,TRUE,disability,neutral,FALSE,FALSE,FALSE,0,0
дебелея,V,FALSE,appearance,negative,FALSE,FALSE,FALSE,0,0
некадърен човек,N,FALSE,,,FALSE,FALSE,FALSE,0,0.625
шумоизолиращ,A,FALSE,,,FALSE,FALSE,FALSE,0,0.75
пакостлив,A,FALSE,,,FALSE,FALSE,FALSE,0,0.75
вдовец,N,TRUE,gender,neutral,FALSE,FALSE,FALSE,0,0
ругая,V,FALSE,,negative,TRUE,TRUE,FALSE,0,0
мигрант,N,TRUE,race_ethnicity,neutral,FALSE,FALSE,FALSE,0,0
интумесценция,N,FALSE,,,FALSE,FALSE,FALSE,0,0.75
мъчение,N,FALSE,,,FALSE,FALSE,FALSE,0.125,0.625
незакрепен,A,FALSE,,,FALSE,FALSE,FALSE,0.125,0.625
неотложимост,N,FALSE,,,FALSE,FALSE,FALSE,0,0.625
разхвърлян,A,FALSE,,,FALSE,FALSE,FALSE,0,0.875
биполярен,A,TRUE,disability,neutral,FALSE,FALSE,FALSE,0,0
бездействащ,A,FALSE,,,FALSE,FALSE,FALSE,0,0.75
афазиен,A,FALSE,,,FALSE,FALSE,FALSE,0,0.75
злодей,N,FALSE,,negative,TRUE,FALSE,FALSE,0,0
изкупвам,V,FALSE,religion,positive,FALSE,FALSE,FALSE,0,0
устрем,N,FALSE,,,FALSE,FALSE,FALSE,0.625,0
негниещ,A,FALSE,,,FALSE,FALSE,FALSE,0,0.625
фарисейски,A,FALSE,,,FALSE,FALSE,FALSE,0.625,0
гадост,N,FALSE,,negative,TRUE,FALSE,FALSE,0,0.75
мъченик,N,FALSE,religion,positive,FALSE,FALSE,FALSE,0,0
гърлест,A,FALSE,,,FALSE,FALSE,FALSE,0,0.625
отслабващ,A,FALSE,,,FALSE,FALSE,FALSE,0,0.625
кървясал,A,FALSE,,,FALSE,FALSE,FALSE,0,0.75
надсмея се,V,FALSE,,,FALSE,FALSE,FALSE,0.125,0.625
суперторнадо,N,FALSE,,,FALSE,FALSE,FALSE,0,0.625
балансьор,N,FALSE,,,FALSE,FALSE,FALSE,0,0.625
важен,A,FALSE,,,FALSE,FALSE,FALSE,0.875,0
ретинит,N,TRUE,disability,,FALSE,FALSE,FALSE,0,0.625
обясним,A,FALSE,,,FALSE,FALSE,FALSE,0.625,0
неизпълним,A,FALSE,,,FALSE,FALSE,FALSE,0,0.75
боязлив,A,FALSE,,,FALSE,FALSE,FALSE,0.625,0
небрежен,A,FALSE,,,FALSE,FALSE,FALSE,0.125,0.625
мюсюлманин,N,TRUE,religion,neutral,FALSE,FALSE,FALSE,0,0
непривлекателност,N,FALSE,,,FALSE,FALSE,FALSE,0.25,0.75
подготвен,A,FALSE,,,FALSE,FALSE,FALSE,0.625,0
дебелак,N,FALSE,appearance,negative,TRUE,TRUE,FALSE,0,0
гравитационна бомба,N,FALSE,,,FALSE,FALSE,FALSE,0,0.75
свадлив,A,FALSE,,,FALSE,FALSE,FALSE,0.125,0.875
срам,N,FALSE,,,FALSE,FALSE,FALSE,0,0.75
почитание,N,FALSE,,,FALSE,FALSE,FALSE,0.75,0
разтревожен,A,FALSE,,,FALSE,FALSE,FALSE,0,0.625
фантомен крайник,N,FALSE,,,FALSE,FALSE,FALSE,0,0.75
страховит,A,FALSE,,,FALSE,FALSE,FALSE,0.625,0
хаотичен,A,FALSE,,,FALSE,FALSE,FALSE,0,0.625
негър,N,FALSE,race_ethnicity,negative,TRUE,TRUE,FALSE,0,0
внушително,Adv,FALSE,,,FALSE,FALSE,FALSE,0.75,0
страхлив,A,FALSE,,negative,TRUE,FALSE,FALSE,0,0
помпозен,A,FALSE,,,FALSE,FALSE,FALSE,0.125,0.625
навъсен,A,FALSE,,,FALSE,FALSE,FALSE,0.125,0.75
пастьоризация,N,FALSE,,,FALSE,FALSE,FALSE,0,0.75
слабичък,A,FALSE,,negative,FALSE,FALSE,FALSE,0,0
неизносен,A,FALSE,,,FALSE,FALSE,FALSE,0,0.625
благоговеещ,A,FALSE,,,FALSE,FALSE,FALSE,0.625,0.125
нетърпелив,A,FALSE,,,FALSE,FALSE,FALSE,0,0.875
щателен,A,FALSE,,,FALSE,FALSE,FALSE,0.875,0
чистосърдечие,N,FALSE,,,FALSE,FALSE,FALSE,0.875,0
бежанка,N,TRUE,race_ethnicity,neutral,FALSE,FALSE,FALSE,0,0
престъпно нехайство,N,FALSE,,,FALSE,FALSE,FALSE,0,0.75
недиректно,Adv,FALSE,,,FALSE,FALSE,FALSE,0,0.75
непродуктивен,A,FALSE,,,FALSE,FALSE,FALSE,0,0.625
набразденост,N,FALSE,,,FALSE,FALSE,FALSE,0,0.625
балансираност,N,FALSE,,,FALSE,FALSE,FALSE,0.125,0.625
благоговеен,A,FALSE,,,FALSE,FALSE,FALSE,0.625,0.125
некомпетентен човек,N,FALSE,,,FALSE,FALSE,FALSE,0,0.625
добри маниери,N,FALSE,,,FALSE,FALSE,FALSE,0.875,0
непозволеност,N,FALSE,,,FALSE,FALSE,FALSE,0,0.75
бездомен,A,FALSE,,,FALSE,FALSE,FALSE,0,0.875
спастичен пикочен мехур,N,FALSE,,,FALSE,FALSE,FALSE,0,0.625
зашеметяващ,A,FALSE,,,FALSE,FALSE,FALSE,0.75,0
без подготовка,A,FALSE,,,FALSE,FALSE,FALSE,0.625,0
чудатост,N,FALSE,,,FALSE,FALSE,FALSE,0,0.625
перящ се,A,FALSE,,,FALSE,FALSE,FALSE,0.625,0
постепенен,A,FALSE,,,FALSE,FALSE,FALSE,0.125,0.625
неопровержим,A,FALSE,,,FALSE,FALSE,FALSE,0,0.625
върховен,A,FALSE,,,FALSE,FALSE,FALSE,0.75,0
завладяващ,A,FALSE,,,FALSE,FALSE,FALSE,0.875,0
слънце,N,FALSE,,,FALSE,FALSE,FALSE,0.625,0
демонизация,N,FALSE,,,FALSE,FALSE,FALSE,0,0.625
мюсюлманка,N,TRUE,religion,neutral,FALSE,FALSE,FALSE,0,0
разколебан,A,FALSE,,,FALSE,FALSE,FALSE,0.625,0
нелюбящ,A,FALSE,,,FALSE,FALSE,FALSE,0,0.625
съмнителен,A,FALSE,,,FALSE,FALSE,FALSE,0.625,0.25
умствено изтощение,N,FALSE,,,FALSE,FALSE,FALSE,0.125,0.625
сърдечност,N,FALSE,,,FALSE,FALSE,FALSE,0.25,0.75
плодороден,A,FALSE,,,FALSE,FALSE,FALSE,0.75,0
горещ картоф,N,FALSE,,,FALSE,FALSE,FALSE,0,0.625
изключение,N,FALSE,,,FALSE,FALSE,FALSE,0,0.625
чистосърдечен,A,FALSE,,,FALSE,FALSE,FALSE,0.75,0
демимонд,N,FALSE,,,FALSE,FALSE,FALSE,0,0.625
некомерсиален,A,FALSE,,,FALSE,FALSE,FALSE,0,0.75
затруднителност,N,FALSE,,,FALSE,FALSE,FALSE,0,0.875
непригоден,A,FALSE,,,FALSE,FALSE,FALSE,0,0.75
занемарен,A,FALSE,,,FALSE,FALSE,FALSE,0,0.75
нагласяем,A,FALSE,,,FALSE,FALSE,FALSE,0.625,0
умелост,N,FALSE,,,FALSE,FALSE,FALSE,0.75,0
мамя,V,FALSE,,negative,FALSE,FALSE,FALSE,0,0
запазен,A,FALSE,,,FALSE,FALSE,FALSE,0.75,0
лизинемия,N,TRUE,disability,,FALSE,FALSE,FALSE,0,0.75
неблагосклонен,A,FALSE,,,FALSE,FALSE,FALSE,0,0.75
неакцентуван,A,FALSE,,,FALSE,FALSE,FALSE,0,0.75
несъизмерим,A,FALSE,,,FALSE,FALSE,FALSE,0,0.625
страст,N,FALSE,,,FALSE,FALSE,FALSE,0.625,0
размирен,A,FALSE,,,FALSE,FALSE,FALSE,0,0.75
незавещан,A,FALSE,,,FALSE,FALSE,FALSE,0,0.75
положителен,A,FALSE,,,FALSE,FALSE,FALSE,0.75,0
фигура,N,TRUE,appearance,neutral,FALSE,FALSE,FALSE,0,0
изтезание,N,FALSE,,,FALSE,FALSE,FALSE,0.125,0.625
атакуем,A,FALSE,,,FALSE,FALSE,FALSE,0,0.625
вонящ,A,FALSE,,,FALSE,FALSE,FALSE,0,0.75
раболепен,A,FALSE,,negative,TRUE,FALSE,FALSE,0.75,0
безразборен,A,FALSE,,,FALSE,FALSE,FALSE,0,0.75
похвалявам,V,FALSE,,positive,FALSE,FALSE,FALSE,0,0
безбожие,N,FALSE,,,FALSE,FALSE,FALSE,0.25,0.625
рядък,A,FALSE,,,FALSE,FALSE,FALSE,0,0.875
добро,N,FALSE,,positive,FALSE,FALSE,FALSE,0,0
бабичка,N,TRUE,gender,neutral,FALSE,FALSE,FALSE,0,0
добре,Adv,FALSE,,,FALSE,FALSE,FALSE,0.75,0
полиневрит,N,TRUE,disability,,FALSE,FALSE,FALSE,0,0.75
биполярно разстройство,N,TRUE,disability,,FALSE,FALSE,FALSE,0,0.625
негоден за продан,A,FALSE,,,FALSE,FALSE,FALSE,0,0.625
еретик,N,TRUE,religion,neutral,FALSE,FALSE,FALSE,0,0
депресия,N,TRUE,disability,neutral,FALSE,FALSE,FALSE,0,0
покерджийско лице,N,FALSE,,,FALSE,FALSE,FALSE,0.625,0
робски,A,FALSE,,,FALSE,FALSE,FALSE,0,0.75
преданост,N,FALSE,,positive,FALSE,FALSE,FALSE,0.625,0.25
кръвоизлив от матката,N,FALSE,,,FALSE,FALSE,FALSE,0,0.625
кохерентност,N,FALSE,,,FALSE,FALSE,FALSE,0.75,0
металорежещ,A,FALSE,,,FALSE,FALSE,FALSE,0.75,0
обсебване,N,FALSE,,,FALSE,FALSE,FALSE,0,0.75
печално,Adv,FALSE,,,FALSE,FALSE,FALSE,0,0.875
послушен,A,FALSE,,positive,FALSE,FALSE,FALSE,0,0
педикулоза,N,TRUE,disability,,FALSE,FALSE,FALSE,0,0.75
зеленчук,N,FALSE,,,FALSE,FALSE,FALSE,0.625,0
благоприятност,N,FALSE,,,FALSE,FALSE,FALSE,0.625,0.125
грозен,A,TRUE,appearance,neutral,FALSE,FALSE,FALSE,0,0
нелепкав,A,FALSE,,,FALSE,FALSE,FALSE,0,0.625
фиксиран,A,FALSE,,,FALSE,FALSE,FALSE,0,0.75
забележим,A,FALSE,,,FALSE,FALSE,FALSE,0.625,0
холецистит,N,TRUE,disability,,FALSE,FALSE,FALSE,0,0.75
неохота,N,FALSE,,,FALSE,FALSE,FALSE,0.25,0.625
стафилит,N,TRUE,disability,,FALSE,FALSE,FALSE,0,0.625
неспокойствие,N,FALSE,,,FALSE,FALSE,FALSE,0,0.625
възбуденост,N,FALSE,,,FALSE,FALSE,FALSE,0,0.625
мъжкар,N,TRUE,gender,neutral,FALSE,FALSE,FALSE,0,0
нисък статут,N,FALSE,,,FALSE,FALSE,FALSE,0,0.625
развален,A,FALSE,,negative,TRUE,FALSE,FALSE,0,0.75
нисък статус,N,FALSE,,,FALSE,FALSE,FALSE,0,0.625
агамен,A,FALSE,,,FALSE,FALSE,FALSE,0,0.625
прямота,N,FALSE,,,FALSE,FALSE,FALSE,0.875,0
религиозен,A,TRUE,religion,neutral,FALSE,FALSE,FALSE,0,0
пептична язва,N,TRUE,disability,,FALSE,FALSE,FALSE,0,0.625
непобедимост,N,FALSE,,,FALSE,FALSE,FALSE,0,0.625
злостно,Adv,FALSE,,,FALSE,FALSE,FALSE,0,0.625
промишлен,A,FALSE,,,FALSE,FALSE,FALSE,0.625,0
синергистично,Adv,FALSE,,,FALSE,FALSE,FALSE,0.625,0
недоволство,N,FALSE,,,FALSE,FALSE,FALSE,0.125,0.625
раболепие,N,FALSE,,negative,FALSE,FALSE,FALSE,0,0
неуместен,A,FALSE,,,FALSE,FALSE,FALSE,0.125,0.875
перитонеално възпаление,N,FALSE,,,FALSE,FALSE,FALSE,0,0.625
лекарство против глисти,N,FALSE,,,FALSE,FALSE,FALSE,0.75,0
нетоксичен,A,FALSE,,,FALSE,FALSE,FALSE,0,0.625
опърпан,A,FALSE,,,FALSE,FALSE,FALSE,0,0.75
слабея,V,FALSE,appearance,neutral,FALSE,FALSE,FALSE,0,0
бездарност,N,FALSE,,negative,FALSE,FALSE,FALSE,0,0
нефритен,A,FALSE,,,FALSE,FALSE,FALSE,0,0.625
угриженост,N,FALSE,,,FALSE,FALSE,FALSE,0,0.75
боготворене,N,FALSE,,,FALSE,FALSE,FALSE,0.125,0.625
фантомен синдром на крайник с болка,N,TRUE,disability,,FALSE,FALSE,FALSE,0,0.75
задължителен,A,FALSE,,,FALSE,FALSE,FALSE,0.875,0
борелиоза,N,TRUE,disability,,FALSE,FALSE,FALSE,0,0.75
по-лош,A,FALSE,,,FALSE,FALSE,FALSE,0,0.75
чупливост,N,FALSE,,,FALSE,FALSE,FALSE,0.125,0.75
артерит,N,TRUE,disability,,FALSE,FALSE,FALSE,0,0.75
мразя,V,FALSE,,,TRUE,FALSE,FALSE,0,0.75
нечист,A,FALSE,,negative,FALSE,FALSE,FALSE,0.625,0
освещавам,V,FALSE,religion,positive,FALSE,FALSE,FALSE,0,0
противозаконен,A,FALSE,,,FALSE,FALSE,FALSE,0,0.625
очерням,V,FALSE,,,FALSE,FALSE,FALSE,0,0.75
синдром на внезапна бебешка смърт,N,TRUE,disability,,FALSE,FALSE,FALSE,0.625,0.25
криопатия,N,TRUE,disability,,FALSE,FALSE,FALSE,0,0.625
индиректно,Adv,FALSE,,,FALSE,FALSE,FALSE,0,0.75
непрофесионален,A,FALSE,,,FALSE,FALSE,FALSE,0,0.75
леснина,N,FALSE,,,FALSE,FALSE,FALSE,0.125,0.625
мършав,A,FALSE,appearance,negative,FALSE,FALSE,FALSE,0,0
разсъдлив,A,FALSE,,,FALSE,FALSE,FALSE,0.625,0
запленяващ,A,FALSE,,,FALSE,FALSE,FALSE,0.625,0
неудачен,A,FALSE,,,FALSE,FALSE,FALSE,0,1
болестност,N,FALSE,,,FALSE,FALSE,FALSE,0.125,0.75
здравословен,A,FALSE,,,FALSE,FALSE,FALSE,0.875,0
незаразен,A,FALSE,,,FALSE,FALSE,FALSE,0.125,0.75
кучешка лептоспироза,N,TRUE,disability,,FALSE,FALSE,FALSE,0.125,0.625
хищник,N,FALSE,,,FALSE,FALSE,FALSE,0,0.625
неизменимост,N,FALSE,,,FALSE,FALSE,FALSE,0.125,0.625
спрян,A,FALSE,,,FALSE,FALSE,FALSE,0,0.625
с недостатъчен персонал,A,FALSE,,,FALSE,FALSE,FALSE,0,0.75
съгласуваност,N,FALSE,,,FALSE,FALSE,FALSE,0.75,0
болка във венците,N,FALSE,,,FALSE,FALSE,FALSE,0,0.75
инконтиненция на урината,N,FALSE,,,FALSE,FALSE,FALSE,0,0.75
пренебрежение,N,FALSE,,,FALSE,FALSE,FALSE,0,0.625
цинкова недостатъчност,N,FALSE,,,FALSE,FALSE,FALSE,0,0.75
надмощие,N,FALSE,,,FALSE,FALSE,FALSE,0.625,0
кич,N,FALSE,,,FALSE,FALSE,FALSE,0.125,0.75
нефрит,N,TRUE,disability,,FALSE,FALSE,FALSE,0,0.75
непробиваем,A,FALSE,,,FALSE,FALSE,FALSE,0,0.75
спрял,A,FALSE,,,FALSE,FALSE,FALSE,0,0.625
тъп,A,FALSE,,negative,TRUE,TRUE,FALSE,0,0
добродетел,N,FALSE,,positive,FALSE,FALSE,FALSE,0.75,0.125
изчистваем,A,FALSE,,,FALSE,FALSE,FALSE,0.625,0
ожесточен,A,FALSE,,,FALSE,FALSE,FALSE,0,0.625
похвалност,N,FALSE,,,FALSE,FALSE,FALSE,0.625,0
мека вода,N,FALSE,,,FALSE,FALSE,FALSE,0,0.625
перитонит,N,TRUE,disability,,FALSE,FALSE,FALSE,0,0.625
спъване,N,FALSE,,,FALSE,FALSE,FALSE,0,0.625
шизотипно разстройство на личността,N,TRUE,disability,,FALSE,FALSE,FALSE,0.125,0.625
безбожен,A,TRUE,religion,neutral,FALSE,FALSE,FALSE,0,0
блокиране,N,FALSE,,,FALSE,FALSE,FALSE,0,0.625
кукуригу,N,FALSE,,,FALSE,FALSE,FALSE,0.125,0.625
безочливо,Adv,FALSE,,,FALSE,FALSE,FALSE,0.625,0
ругателен,A,FALSE,,,FALSE,FALSE,FALSE,0,0.75
пиорея,N,TRUE,disability,,FALSE,FALSE,FALSE,0,0.625
Ченстохова,N,FALSE,,,FALSE,FALSE,FALSE,0,0.625
печален,A,FALSE,,,FALSE,FALSE,FALSE,0.125,0.875
слабак,N,FALSE,appearance,negative,TRUE,TRUE,FALSE,0,0
караконджул,N,FALSE,,,FALSE,FALSE,FALSE,0.444,0.556
коагулационен фактор,N,FALSE,,,FALSE,FALSE,FALSE,0,0.75
чуждестранен,A,TRUE,race_ethnicity,neutral,FALSE,FALSE,FALSE,0,0
възмутен,A,FALSE,,,FALSE,FALSE,FALSE,0,0.875
убивам,V,FALSE,,negative,TRUE,FALSE,FALSE,0,0
препотвърждение,N,FALSE,,,FALSE,FALSE,FALSE,0.625,0
трудова терапия,N,FALSE,,,FALSE,FALSE,FALSE,0,0.75
добрина,N,FALSE,,,FALSE,FALSE,FALSE,0.875,0.125
несвоевременен,A,FALSE,,,FALSE,FALSE,FALSE,0,0.75
неподкупност,N,FALSE,,,FALSE,FALSE,FALSE,0.25,0.75
голямо количество,N,FALSE,,,FALSE,FALSE,FALSE,0.125,0.625
неопетнен,A,FALSE,,,FALSE,FALSE,FALSE,0.625,0
добра кондиция,N,FALSE,,,FALSE,FALSE,FALSE,0.625,0
трезв,A,FALSE,,,FALSE,FALSE,FALSE,0,0.625
бубон,N,FALSE,,,FALSE,FALSE,FALSE,0,0.875
нежизнеспособен,A,FALSE,,,FALSE,FALSE,FALSE,0,0.625
премереност,N,FALSE,,,FALSE,FALSE,FALSE,0.75,0
арогантен,A,FALSE,,negative,TRUE,FALSE,FALSE,0,0
невъзвръщаем,A,FALSE,,,FALSE,FALSE,FALSE,0,0.625
неловък,A,FALSE,,,FALSE,FALSE,FALSE,0,0.75
отсъстващ,N,FALSE,,,FALSE,FALSE,FALSE,0,0.625
дислексия,N,TRUE,disability,neutral,FALSE,FALSE,FALSE,0,0
разяждащ,A,FALSE,,,FALSE,FALSE,FALSE,0,0.625
монахиня,N,TRUE,religion,neutral,FALSE,FALSE,FALSE,0,0
сектант,N,FALSE,religion,negative,TRUE,FALSE,FALSE,0,0
болезнено усещане,N,FALSE,,,FALSE,FALSE,FALSE,0,0.75
вибриращ,A,FALSE,,,FALSE,FALSE,FALSE,0.625,0.25
парализиран,A,TRUE,disability,neutral,FALSE,FALSE,FALSE,0,0
понижена функция на щитовидната жлеза,N,FALSE,,,FALSE,FALSE,FALSE,0,0.75
наивен,A,FALSE,,negative,FALSE,FALSE,FALSE,0.625,0.125
парализирам,V,TRUE,disability,neutral,FALSE,FALSE,FALSE,0,0
изтънченост,N,FALSE,,,FALSE,FALSE,FALSE,0.875,0
поликистоза на бъбреците,N,FALSE,,,FALSE,FALSE,FALSE,0,0.625
стоически,A,FALSE,,,FALSE,FALSE,FALSE,0,0.75
грозно,Adv,FALSE,appearance,negative,FALSE,FALSE,FALSE,0,0
работлив,A,FALSE,,,FALSE,FALSE,FALSE,0.625,0
отчаяние,N,FALSE,,,FALSE,FALSE,FALSE,0.25,0.625
извънмерност,N,FALSE,,,FALSE,FALSE,FALSE,0,0.625
ненамазан,A,FALSE,,,FALSE,FALSE,FALSE,0,0.75
анозмия,N,TRUE,disability,,FALSE,FALSE,FALSE,0,0.625
неоригинален,A,FALSE,,,FALSE,FALSE,FALSE,0,0.75
високоморален,A,FALSE,,,FALSE,FALSE,FALSE,0.625,0.125
обикновеност,N,FALSE,,,FALSE,FALSE,FALSE,0.625,0
женкар,N,TRUE,gender,negative,FALSE,FALSE,FALSE,0,0
пришка,N,FALSE,,,FALSE,FALSE,FALSE,0,0.875
сенчест,A,FALSE,,,FALSE,FALSE,FALSE,0.625,0.25
безреден,A,FALSE,,,FALSE,FALSE,FALSE,0,0.625
ненавидя,V,FALSE,,,TRUE,FALSE,FALSE,0,0.75
мерзък,A,FALSE,,,FALSE,FALSE,FALSE,0.625,0
фунгициден,A,FALSE,,,FALSE,FALSE,FALSE,0.625,0
неграматичен,A,FALSE,,,FALSE,FALSE,FALSE,0,0.75
синдром на Кушинг,N,TRUE,disability,,FALSE,FALSE,FALSE,0,0.625
безног,A,FALSE,,,FALSE,FALSE,FALSE,0,0.625
пасивен,A,FALSE,,negative,FALSE,FALSE,FALSE,0,0.75
нагъл,A,FALSE,,negative,TRUE,FALSE,FALSE,0.75,0.125
друсащ,A,FALSE,,,FALSE,FALSE,FALSE,0,0.625
щедър,A,FALSE,,positive,TRUE,FALSE,FALSE,0,0
превъзходство,N,FALSE,,,FALSE,FALSE,FALSE,0.75,0
полиартеритис нодоза,N,TRUE,disability,,FALSE,FALSE,FALSE,0,0.625
неотлагаемост,N,FALSE,,,FALSE,FALSE,FALSE,0,0.625
възхита,N,FALSE,,,FALSE,FALSE,FALSE,0.75,0
скърпен,A,FALSE,,,FALSE,FALSE,FALSE,0,0.75
недружелюбност,N,FALSE,,,FALSE,FALSE,FALSE,0.125,0.75
почтеност,N,FALSE,,positive,FALSE,FALSE,FALSE,0.875,0
софистки,A,FALSE,,,FALSE,FALSE,FALSE,0.222,0.778
обезболен,A,FALSE,,,FALSE,FALSE,FALSE,0.125,0.75
отлично постижение,N,FALSE,,,FALSE,FALSE,FALSE,0.75,0
разлагане,N,FALSE,,,FALSE,FALSE,FALSE,0,0.75
благоволение,N,FALSE,,,FALSE,FALSE,FALSE,0.75,0
смрад,N,FALSE,,,FALSE,FALSE,FALSE,0,0.75
незаменим,A,FALSE,,,FALSE,FALSE,FALSE,0.25,0.75
суеверен,A,FALSE,,,FALSE,FALSE,FALSE,0.625,0
неизбежност,N,FALSE,,,FALSE,FALSE,FALSE,0,0.625
ротавирус,N,TRUE,disability,,FALSE,FALSE,FALSE,0,0.75
аблативен,A,FALSE,,,FALSE,FALSE,FALSE,0.625,0
заселник,N,TRUE,race_ethnicity,neutral,FALSE,FALSE,FALSE,0,0
аутистка,N,TRUE,disability,neutral,FALSE,FALSE,FALSE,0,0
вбесяващ,A,FALSE,,,FALSE,FALSE,FALSE,0.125,0.875
успокоителен,A,FALSE,,,FALSE,FALSE,FALSE,0.375,0.625
хиперкинетичен синдром,N,TRUE,disability,,FALSE,FALSE,FALSE,0.625,0.125
аскет,N,FALSE,religion,positive,FALSE,FALSE,FALSE,0,0
анализируем,A,FALSE,,,FALSE,FALSE,FALSE,0.625,0
носталгичен,A,FALSE,,,FALSE,FALSE,FALSE,0,0.75
всеобхватен,A,FALSE,,,FALSE,FALSE,FALSE,0.625,0
изразителност,N,FALSE,,,FALSE,FALSE,FALSE,0.25,0.625
неспретнат,A,FALSE,,,FALSE,FALSE,FALSE,0.125,0.75
приблизителен,A,FALSE,,,FALSE,FALSE,FALSE,0.25,0.75
некласифициран,A,FALSE,,,FALSE,FALSE,FALSE,0,0.75
министърка,N,TRUE,gender,neutral,FALSE,FALSE,FALSE,0,0
патриархат,N,TRUE,gender,neutral,FALSE,FALSE,FALSE,0,0
педофил,N,FALSE,,negative,TRUE,FALSE,FALSE,0,0
ограничена отговорност,N,FALSE,,,FALSE,FALSE,FALSE,0,0.75
предполагаема форма на живот,N,FALSE,,,FALSE,FALSE,FALSE,0,0.625
позеленял,A,FALSE,,,FALSE,FALSE,FALSE,0,0.75
езофагит,N,TRUE,disability,,FALSE,FALSE,FALSE,0,0.625
проклятие,N,FALSE,,,FALSE,FALSE,FALSE,0.25,0.75
синовит,N,TRUE,disability,,FALSE,FALSE,FALSE,0,0.625
при закрити врати,A,FALSE,,,FALSE,FALSE,FALSE,0,0.625
уви,Adv,FALSE,,,FALSE,FALSE,FALSE,0,0.875
липса на обоняние,N,FALSE,,,FALSE,FALSE,FALSE,0,0.625
аметоптерин,N,FALSE,,,FALSE,FALSE,FALSE,0,0.625
ненатрапчивост,N,FALSE,,,FALSE,FALSE,FALSE,0.125,0.625
фактор на Кристмас,N,FALSE,,,FALSE,FALSE,FALSE,0,0.75
хиперпирексия,N,FALSE,,,FALSE,FALSE,FALSE,0.625,0.125
идеал,N,FALSE,,,FALSE,FALSE,FALSE,0.75,0
червив,A,FALSE,,,FALSE,FALSE,FALSE,0,0.625
човек със зрително увреждане,N,FALSE,,,FALSE,FALSE,FALSE,0,0.625
досаден,A,FALSE,,negative,FALSE,FALSE,FALSE,0,0.75
етичен,A,FALSE,,,FALSE,FALSE,FALSE,0.625,0
холангит,N,TRUE,disability,,FALSE,FALSE,FALSE,0,0.75
безсърдечен,A,FALSE,,negative,FALSE,FALSE,FALSE,0.125,0.875
едър,A,TRUE,appearance,neutral,FALSE,FALSE,FALSE,0,0
оспорим,A,FALSE,,,FALSE,FALSE,FALSE,0.625,0.25
душевно терзание,N,FALSE,,,FALSE,FALSE,FALSE,0.125,0.625
специални нужди,N,TRUE,disability,neutral,FALSE,FALSE,FALSE,0,0
